id,time,value
1686440836740,09:39:00,6.3881283
1686440836740,09:44:00,8.957253
1686440836740,09:49:00,9.846404
1686440836740,09:54:00,9.846404
1686358567581,03:01:00,10.0
1686358567581,03:06:00,2.127433
1686358567581,03:11:00,1.7156126
1686358567581,03:15:00,1.6716887
1686358567581,03:20:00,1.8608351
1686358567581,03:25:00,1.6725543
1686358567581,03:30:00,1.8503673
1686358567581,03:35:00,1.9615741
1686358567581,03:40:00,1.6383185
1686358567581,03:45:00,1.4638238
1686358567581,03:50:00,1.6383355
1686358567581,03:55:00,1.5988778
1686358567581,04:00:00,2.1911445
1686358567581,04:05:00,1.5934471
1686358567581,04:10:00,10.0
1686358567581,04:15:00,1.5242441
1686358567581,04:20:00,1.5550067
1686358567581,04:25:00,1.5928279
1686358567581,04:30:00,9.795322
1686358567581,04:35:00,1.5404816
1686358567581,04:40:00,1.4583567
1686358567581,04:45:00,1.5657146
1686358567581,04:50:00,1.3359655
1686358567581,04:55:00,1.457292
1686358567581,05:00:00,8.540991
1686358567581,05:05:00,2.054679
1686358567581,05:10:00,2.036182
1686358567581,05:14:00,10.0
1686358567581,05:19:00,1.83888
1686358567581,05:24:00,3.4517915
1686358567581,05:29:00,10.0
1686358567581,05:34:00,7.5406995
1686358567581,05:39:00,5.7914352
1686358567581,05:44:00,2.0083702
1686358567581,05:49:00,9.228175
1686358567581,05:54:00,1.6587316
1686358567581,05:59:00,6.998543
1686358567581,06:04:00,8.529001
1686358567581,06:09:00,1.5150284
1686358567581,06:14:00,5.5881853
1686358567581,06:19:00,2.8405912
1686358567581,06:24:00,10.0
1686358567581,06:29:00,8.314472
1686358567581,06:34:00,1.8343891
1686358567581,06:39:00,1.9813538
1686358567581,06:44:00,1.8571873
1686358567581,06:49:00,1.987302
1686358567581,06:54:00,9.971
1686358567581,06:59:00,2.1263127
1686358567581,07:04:00,1.6698898
1686358567581,07:09:00,9.713579
1686358567581,07:13:00,5.0898557
1686358567581,07:18:00,1.6012485
1686358567581,07:23:00,1.8558403
1686358567581,07:28:00,1.6965437
1686358567581,07:33:00,1.7042484
1686358567581,07:38:00,1.5955665
1686358567581,07:43:00,1.6365943
1686358567581,07:48:00,7.9714475
1686358567581,07:53:00,5.4708314
1686358567581,07:58:00,9.118493
1686358567581,08:03:00,8.796272
1686358567581,08:08:00,1.7171301
1686358567581,08:13:00,1.6647868
1686358567581,08:18:00,7.8080535
1686358567581,08:23:00,7.0445094
1686358567581,08:28:00,7.0758166
1686358567581,08:33:00,8.078879
1686358567581,08:38:00,2.7864017
1686358567581,08:43:00,1.8577228
1686358567581,08:48:00,1.804379
1686358567581,08:53:00,1.697723
1686358567581,08:58:00,1.5987898
1686358567581,09:03:00,1.6545026
1686358567581,09:08:00,1.5659876
1686358567581,09:12:00,4.6740623
1686358567581,09:17:00,8.314127
1686358567581,09:22:00,1.6723583
1686358567581,09:27:00,-0.001
1686358567581,09:32:00,-0.001
1686358567581,09:37:00,-0.001
1686358567581,09:42:00,-0.001
1686358567581,09:47:00,-0.001
1686259754450,23:34:00,7.4212303
1686259754450,23:39:00,9.270509
1686259754450,23:44:00,4.1696563
1686259754450,23:49:00,10.0
1686259754450,23:54:00,7.985746
1686259754450,23:59:00,2.6127913
1686259754450,00:04:00,2.2186518
1686259754450,00:09:00,1.4117624
1686259754450,00:14:00,1.8685912
1686259754450,00:19:00,1.5105002
1686259754450,00:24:00,2.998499
1686259754450,00:29:00,2.017052
1686259754450,00:34:00,2.9895728
1686259754450,00:39:00,1.7218577
1686259754450,00:44:00,4.343339
1686259754450,00:49:00,1.8071809
1686259754450,00:54:00,1.7904216
1686259754450,00:59:00,3.4651933
1686259754450,01:04:00,1.6948204
1686259754450,01:09:00,1.584037
1686259754450,01:14:00,1.7768216
1686259754450,01:19:00,1.4753332
1686259754450,01:24:00,1.6376961
1686259754450,01:29:00,1.655987
1686259754450,01:34:00,1.5448818
1686259754450,01:39:00,8.636707
1686259754450,01:44:00,3.0120127
1686259754450,01:49:00,1.9007403
1686259754450,01:54:00,1.6191695
1686259754450,01:59:00,2.572972
1686259754450,02:04:00,1.917226
1686259754450,02:09:00,1.5622821
1686259754450,02:14:00,8.175673
1686259754450,02:19:00,1.5346633
1686259754450,02:24:00,1.6334299
1686259754450,02:29:00,1.6154363
1686259754450,02:34:00,7.886804
1686259754450,02:39:00,1.4130917
1686259754450,02:44:00,3.5621352
1686259754450,02:49:00,9.947097
1686259754450,02:54:00,5.891169
1686259754450,02:59:00,6.1968184
1686259754450,03:04:00,1.8617567
1686259754450,03:09:00,1.4433879
1686259754450,03:14:00,1.8806119
1686259754450,03:19:00,1.562013
1686259754450,03:24:00,6.098137
1686259754450,03:29:00,1.5780832
1686259754450,03:34:00,1.4409148
1686259754450,03:39:00,1.4517378
1686259754450,03:44:00,7.4049063
1686259754450,03:49:00,6.2715
1686259754450,03:54:00,1.5045383
1686259754450,03:59:00,1.7277486
1686259754450,04:04:00,5.273196
1686259754450,04:09:00,10.0
1686259754450,04:14:00,4.519458
1686259754450,04:19:00,1.6494106
1686259754450,04:24:00,7.7121186
1686259754450,04:29:00,7.6725454
1686259754450,04:34:00,1.78831
1686259754450,04:39:00,1.600793
1686259754450,04:44:00,4.821005
1686259754450,04:49:00,5.5487375
1686259754450,04:54:00,1.8021772
1686259754450,04:59:00,1.4242688
1686259754450,05:04:00,1.6441461
1686259754450,05:09:00,6.694773
1686259754450,05:14:00,5.436294
1686259754450,05:19:00,1.5093058
1686259754450,05:24:00,1.550447
1686259754450,05:29:00,1.4863083
1686259754450,05:34:00,1.682874
1686259754450,05:39:00,6.624964
1686259754450,05:44:00,5.9826093
1686259754450,05:49:00,7.025328
1686259754450,05:54:00,6.655698
1686259754450,05:59:00,6.3223243
1686259754450,06:04:00,10.0
1686259754450,06:09:00,5.48705
1686259754450,06:14:00,8.932461
1686259754450,06:19:00,3.2803092
1686259754450,06:24:00,3.9178152
1686259754450,06:29:00,2.4929261
1686259754450,06:34:00,3.3269024
1686259754450,06:39:00,1.6208107
1686259754450,06:44:00,5.182034
1686259754450,06:49:00,1.6172862
1686259754450,06:54:00,9.289832
1686259754450,06:59:00,2.1252294
1686259754450,07:04:00,5.1505027
1686259754450,07:09:00,1.4453197
1686259754450,07:14:00,5.357358
1686259754450,07:19:00,1.6658393
1686259754450,07:24:00,1.7100563
1686259754450,07:29:00,1.6089606
1686259754450,07:34:00,1.3562001
1686259754450,07:39:00,1.4786247
1686259754450,07:44:00,8.273436
1686259754450,07:49:00,9.447808
1686259754450,07:54:00,7.8351917
1686259754450,07:59:00,2.7955205
1686259754450,08:04:00,3.43216
1686259754450,08:09:00,5.281894
1686259754450,08:14:00,6.4087715
1686259754450,08:19:00,2.302499
1686259754450,08:24:00,2.4193692
1686259754450,08:29:00,7.2985883
1686259754450,08:34:00,10.0
1686259754450,08:39:00,10.0
1686179498318,01:16:00,10.0
1686179498318,01:21:00,10.0
1686179498318,01:26:00,5.351402
1686179498318,01:31:00,1.510173
1686179498318,01:36:00,1.5155594
1686179498318,01:41:00,1.8928744
1686179498318,01:46:00,1.426112
1686179498318,01:51:00,1.5856127
1686179498318,01:56:00,1.2863979
1686179498318,02:01:00,1.3160794
1686179498318,02:06:00,1.8446319
1686179498318,02:11:00,5.681831
1686179498318,02:16:00,8.63894
1686179498318,02:21:00,1.7390229
1686179498318,02:26:00,1.5110584
1686179498318,02:31:00,9.815302
1686179498318,02:36:00,1.5761137
1686179498318,02:41:00,4.7551484
1686179498318,02:46:00,9.622006
1686179498318,02:51:00,4.0013576
1686179498318,02:56:00,5.7661996
1686179498318,03:01:00,5.407581
1686179498318,03:06:00,1.8417907
1686179498318,03:11:00,1.7757627
1686179498318,03:16:00,5.378882
1686179498318,03:21:00,1.5452524
1686179498318,03:26:00,1.3266981
1686179498318,03:31:00,1.6284871
1686179498318,03:36:00,10.0
1686179498318,03:41:00,7.0491114
1686179498318,03:46:00,1.5907925
1686179498318,03:51:00,1.472856
1686179498318,03:56:00,7.6988344
1686179498318,04:01:00,6.6345773
1686179498318,04:06:00,1.6931597
1686179498318,04:11:00,6.727096
1686179498318,04:16:00,8.529397
1686179498318,04:21:00,5.577165
1686179498318,04:26:00,10.0
1686179498318,04:31:00,7.67105
1686179498318,04:36:00,5.010115
1686179498318,04:41:00,8.351226
1686179498318,04:46:00,1.5616779
1686179498318,04:51:00,1.522658
1686179498318,04:56:00,1.4694467
1686179498318,05:01:00,2.0266953
1686179498318,05:06:00,1.3996638
1686179498318,05:11:00,1.5196128
1686179498318,05:16:00,1.7572352
1686179498318,05:21:00,9.6100645
1686179498318,05:26:00,6.6077995
1686179498318,05:31:00,1.860307
1686179498318,05:36:00,2.5799873
1686179498318,05:41:00,1.7883043
1686179498318,05:46:00,1.6947006
1686179498318,05:51:00,1.6416208
1686179498318,05:56:00,8.338512
1686179498318,06:01:00,10.0
1686179498318,06:06:00,1.589262
1686179498318,06:11:00,5.907579
1686179498318,06:16:00,7.357747
1686179498318,06:21:00,5.567553
1686179498318,06:26:00,4.5587206
1686179498318,06:31:00,10.0
1686179498318,06:36:00,6.5326543
1686179498318,06:41:00,1.4012761
1686179498318,06:46:00,8.650088
1686179498318,06:51:00,1.6338533
1686179498318,06:56:00,6.042699
1686179498318,07:01:00,1.7847314
1686179498318,07:06:00,1.5268068
1686179498318,07:11:00,4.056276
1686179498318,07:16:00,4.6341305
1686179498318,07:21:00,8.651802
1686179498318,07:26:00,9.929696
1686179498318,07:31:00,9.929696
1686089584442,00:18:00,8.0179
1686089584442,00:23:00,9.195759
1686089584442,00:28:00,6.7196574
1686089584442,00:33:00,7.906834
1686089584442,00:37:00,8.6657505
1686089584442,00:42:00,8.434817
1686089584442,00:47:00,7.1681795
1686089584442,00:52:00,5.8697553
1686089584442,00:57:00,1.6074309
1686089584442,01:02:00,1.6523528
1686089584442,01:07:00,8.789059
1686089584442,01:12:00,1.5709417
1686089584442,01:17:00,1.4358165
1686089584442,01:22:00,1.6906629
1686089584442,01:27:00,1.7115703
1686089584442,01:32:00,1.3759058
1686089584442,01:37:00,4.9063997
1686089584442,01:42:00,9.951642
1686089584442,01:47:00,7.638519
1686089584442,01:52:00,1.6321042
1686089584442,01:57:00,2.230456
1686089584442,02:02:00,1.3168356
1686089584442,02:07:00,1.6822909
1686089584442,02:12:00,1.51957
1686089584442,02:17:00,4.6669683
1686089584442,02:22:00,2.9320123
1686089584442,02:27:00,1.8711017
1686089584442,02:32:00,1.6688068
1686089584442,02:37:00,7.458365
1686089584442,02:42:00,2.035804
1686089584442,02:47:00,1.5450482
1686089584442,02:52:00,1.3845407
1686089584442,02:57:00,1.6696068
1686089584442,03:02:00,1.410744
1686089584442,03:07:00,1.4486278
1686089584442,03:12:00,1.5517014
1686089584442,03:17:00,8.72295
1686089584442,03:22:00,9.34113
1686089584442,03:27:00,1.4918916
1686089584442,03:32:00,5.759531
1686089584442,03:37:00,6.23288
1686089584442,03:42:00,4.3203874
1686089584442,03:47:00,10.0
1686089584442,03:52:00,1.7403445
1686089584442,03:57:00,4.823409
1686089584442,04:02:00,2.9267185
1686089584442,04:07:00,2.563058
1686089584442,04:12:00,1.5277487
1686089584442,04:17:00,2.974044
1686089584442,04:22:00,1.7429348
1686089584442,04:27:00,5.453946
1686089584442,04:32:00,2.3367305
1686089584442,04:37:00,9.475125
1686089584442,04:42:00,3.0025578
1686089584442,04:47:00,2.325768
1686089584442,04:52:00,1.3430319
1686089584442,04:57:00,1.7259153
1686089584442,05:02:00,7.0962806
1686089584442,05:07:00,6.0772047
1686089584442,05:12:00,5.2674437
1686089584442,05:17:00,6.4103184
1686089584442,05:22:00,5.4107985
1686089584442,05:27:00,1.6098293
1686089584442,05:32:00,8.564813
1686089584442,05:37:00,6.7329345
1686089584442,05:42:00,1.5094767
1686089584442,05:47:00,7.385108
1686089584442,05:52:00,5.130354
1686089584442,05:57:00,5.985902
1686089584442,06:01:00,3.3249104
1686089584442,06:06:00,10.0
1686089584442,06:11:00,2.059833
1686089584442,06:16:00,1.91199
1686089584442,06:21:00,1.5535933
1686089584442,06:26:00,5.482174
1686089584442,06:31:00,1.4862201
1686089584442,06:36:00,1.4235445
1686089584442,06:41:00,1.4017098
1686089584442,06:46:00,1.5515928
1686089584442,06:51:00,7.062378
1686089584442,06:56:00,7.3042974
1686089584442,07:01:00,1.4206593
1686089584442,07:06:00,2.2010908
1686089584442,07:11:00,5.001201
1686089584442,07:16:00,8.11436
1686089584442,07:21:00,7.820023
1686089584442,07:26:00,6.90125
1686089584442,07:31:00,6.257702
1686001993476,23:58:00,7.2133446
1686001993476,00:03:00,9.770744
1686001993476,00:08:00,6.48424
1686001993476,00:13:00,8.586062
1686001993476,00:18:00,3.1653845
1686001993476,00:23:00,3.3352532
1686001993476,00:28:00,4.8025723
1686001993476,00:33:00,6.0104885
1686001993476,00:38:00,5.2414427
1686001993476,00:42:00,1.5743934
1686001993476,00:47:00,1.7689605
1686001993476,00:52:00,1.3790815
1686001993476,00:57:00,6.3058796
1686001993476,01:02:00,1.8753401
1686001993476,01:07:00,1.7464633
1686001993476,01:12:00,1.5069844
1686001993476,01:17:00,1.6470566
1686001993476,01:22:00,1.6971087
1686001993476,01:27:00,2.0514653
1686001993476,01:32:00,1.6221155
1686001993476,01:37:00,1.7979693
1686001993476,01:42:00,1.9947293
1686001993476,01:47:00,1.9866462
1686001993476,01:52:00,1.9874685
1686001993476,01:57:00,1.4652387
1686001993476,02:02:00,7.28759
1686001993476,02:07:00,1.3335738
1686001993476,02:12:00,1.6627876
1686001993476,02:17:00,1.3331727
1686001993476,02:22:00,1.6885629
1686001993476,02:27:00,5.8053594
1686001993476,02:32:00,1.6987602
1686001993476,02:37:00,1.6315781
1686001993476,02:42:00,6.7777557
1686001993476,02:47:00,1.8185692
1686001993476,02:52:00,4.3619666
1686001993476,02:57:00,1.4570594
1686001993476,03:02:00,6.158867
1686001993476,03:07:00,1.7875183
1686001993476,03:12:00,2.0096052
1686001993476,03:17:00,8.374086
1686001993476,03:22:00,1.596706
1686001993476,03:27:00,5.4104924
1686001993476,03:32:00,9.048989
1686001993476,03:37:00,8.66091
1686001993476,03:42:00,1.5600697
1686001993476,03:47:00,7.738207
1686001993476,03:52:00,1.6587714
1686001993476,03:57:00,6.215844
1686001993476,04:01:00,1.5395045
1686001993476,04:06:00,7.266525
1686001993476,04:11:00,1.5127951
1686001993476,04:16:00,4.114356
1686001993476,04:21:00,9.883349
1686001993476,04:26:00,6.2086015
1686001993476,04:31:00,1.7968615
1686001993476,04:36:00,1.767626
1686001993476,04:41:00,1.5991532
1686001993476,04:46:00,8.407059
1686001993476,04:51:00,1.4974558
1686001993476,04:56:00,1.9391758
1686001993476,05:01:00,1.6742884
1686001993476,05:06:00,6.899092
1686001993476,05:11:00,1.6857467
1686001993476,05:16:00,3.2715843
1686001993476,05:21:00,7.576315
1686001993476,05:26:00,3.7944891
1686001993476,05:31:00,10.0
1686001993476,05:36:00,8.937911
1686001993476,05:41:00,8.320802
1686001993476,05:46:00,3.4635172
1686001993476,05:51:00,7.9469113
1686001993476,05:56:00,5.199002
1686001993476,06:01:00,10.0
1686001993476,06:06:00,8.265756
1686001993476,06:11:00,6.030012
1686001993476,06:16:00,6.1552305
1686001993476,06:21:00,1.6547359
1686001993476,06:26:00,2.890676
1686001993476,06:31:00,2.0206745
1686001993476,06:36:00,3.4482803
1686001993476,06:41:00,7.145808
1686001993476,06:46:00,2.7812362
1686001993476,06:51:00,2.8050134
1686001993476,06:56:00,5.268439
1686001993476,07:01:00,1.5536833
1686001993476,07:06:00,9.911218
1686001993476,07:11:00,5.478818
1686001993476,07:16:00,1.3668106
1686001993476,07:21:00,6.5736856
1686001993476,07:25:00,1.6546674
1686001993476,07:30:00,8.847188
1686001993476,07:35:00,2.4243133
1686001993476,07:40:00,1.7498085
1686001993476,07:45:00,2.3535445
1686001993476,07:50:00,6.758628
1685915097399,23:49:00,10.0
1685915097399,23:54:00,10.0
1685915097399,00:00:00,10.0
1685915097399,00:05:00,8.399793
1685915097399,00:10:00,9.049064
1685915097399,00:15:00,10.0
1685915097399,00:20:00,10.0
1685915097399,00:25:00,10.0
1685915097399,00:30:00,10.0
1685915097399,00:35:00,9.107788
1685915097399,00:40:00,7.4095817
1685915097399,00:45:00,8.113562
1685915097399,00:50:00,9.961965
1685915097399,00:55:00,10.0
1685915097399,01:00:00,9.079868
1685915097399,01:05:00,6.805635
1685915097399,01:10:00,2.4534895
1685915097399,01:15:00,5.649162
1685915097399,01:20:00,2.9313812
1685915097399,01:25:00,2.0432498
1685915097399,01:30:00,2.9747357
1685915097399,01:35:00,8.424693
1685915097399,01:40:00,1.6466823
1685915097399,01:45:00,1.6903636
1685915097399,01:50:00,1.5810331
1685915097399,01:55:00,1.9383658
1685915097399,02:00:00,1.4280088
1685915097399,02:05:00,1.6008992
1685915097399,02:10:00,1.4683921
1685915097399,02:15:00,1.4857764
1685915097399,02:20:00,8.886482
1685915097399,02:25:00,5.9653635
1685915097399,02:30:00,2.7441208
1685915097399,02:35:00,1.4016514
1685915097399,02:40:00,2.9870224
1685915097399,02:45:00,2.2783933
1685915097399,02:50:00,9.580051
1685915097399,02:55:00,8.207404
1685915097399,03:00:00,1.8851162
1685915097399,03:05:00,2.968913
1685915097399,03:10:00,1.5893824
1685915097399,03:15:00,2.2472198
1685915097399,03:20:00,1.5366642
1685915097399,03:25:00,8.14841
1685915097399,03:30:00,1.5028533
1685915097399,03:35:00,4.1366596
1685915097399,03:40:00,1.6613283
1685915097399,03:45:00,7.2324777
1685915097399,03:50:00,1.8508292
1685915097399,03:55:00,1.7553365
1685915097399,04:00:00,1.7756526
1685915097399,04:05:00,5.019892
1685915097399,04:10:00,7.3777685
1685915097399,04:15:00,6.5691257
1685915097399,04:20:00,3.1681588
1685915097399,04:25:00,2.1453989
1685915097399,04:30:00,10.0
1685915097399,04:35:00,1.6204776
1685915097399,04:40:00,1.3845159
1685915097399,04:45:00,1.4542873
1685915097399,04:50:00,6.009365
1685915097399,04:55:00,1.4279174
1685915097399,05:00:00,6.879033
1685915097399,05:05:00,1.697221
1685915097399,05:10:00,1.9931129
1685915097399,05:15:00,6.1523147
1685915097399,05:20:00,2.8109372
1685915097399,05:25:00,7.8933578
1685915097399,05:31:00,3.150998
1685915097399,05:36:00,1.7068821
1685915097399,05:41:00,6.9966187
1685915097399,05:46:00,2.6268451
1685915097399,05:51:00,3.5118134
1685915097399,05:56:00,8.982105
1685915097399,06:01:00,3.3255477
1685915097399,06:06:00,4.7970634
1685915097399,06:11:00,7.510325
1685915097399,06:16:00,7.9728103
1685915097399,06:21:00,3.1981025
1685915097399,06:26:00,3.2889807
1685915097399,06:31:00,8.328332
1685915097399,06:36:00,6.5372224
1685915097399,06:41:00,1.3385123
1685915097399,06:46:00,6.7083044
1685915097399,06:51:00,7.6319947
1685915097399,06:56:00,1.4432299
1685915097399,07:01:00,1.8139585
1685915097399,07:06:00,1.5328182
1685915097399,07:11:00,1.6943895
1685915097399,07:16:00,6.8478765
1685915097399,07:21:00,1.5795726
1685915097399,07:26:00,1.3735662
1685915097399,07:31:00,1.5825163
1685915097399,07:36:00,2.430057
1685915097399,07:41:00,1.7033055
1685843194294,03:51:00,10.0
1685843194294,03:56:00,10.0
1685843194294,04:01:00,10.0
1685843194294,04:06:00,10.0
1685843194294,04:11:00,2.05059
1685843194294,04:16:00,10.0
1685843194294,04:21:00,8.7309675
1685843194294,04:26:00,1.5945287
1685843194294,04:31:00,1.6583288
1685843194294,04:36:00,1.9213018
1685843194294,04:41:00,1.7608476
1685843194294,04:46:00,1.803745
1685843194294,04:51:00,1.4914428
1685843194294,04:56:00,1.8342475
1685843194294,05:01:00,8.188453
1685843194294,05:06:00,7.581033
1685843194294,05:11:00,1.6583604
1685843194294,05:16:00,1.6696489
1685843194294,05:21:00,1.5461969
1685843194294,05:26:00,1.5455934
1685843194294,05:31:00,1.8054593
1685843194294,05:36:00,1.8669239
1685843194294,05:41:00,1.9264289
1685843194294,05:46:00,1.4990618
1685843194294,05:51:00,1.5235068
1685843194294,05:56:00,1.5249244
1685843194294,06:01:00,1.5676862
1685843194294,06:06:00,6.4138403
1685843194294,06:11:00,10.0
1685843194294,06:16:00,1.7498469
1685843194294,06:21:00,2.3463717
1685843194294,06:26:00,2.101998
1685843194294,06:31:00,1.788987
1685843194294,06:36:00,10.0
1685843194294,06:40:00,9.607047
1685843194294,06:45:00,1.9098188
1685843194294,06:50:00,2.0276163
1685843194294,06:55:00,1.6813208
1685843194294,07:00:00,6.4150476
1685843194294,07:05:00,5.989162
1685843194294,07:10:00,1.5055971
1685843194294,07:15:00,1.5331686
1685843194294,07:20:00,1.9417845
1685843194294,07:25:00,9.298196
1685843194294,07:30:00,2.0744472
1685843194294,07:35:00,1.999459
1685843194294,07:40:00,1.771551
1685843194294,07:45:00,2.2270515
1685843194294,07:50:00,1.9097939
1685843194294,07:55:00,1.9087578
1685843194294,08:00:00,5.692655
1685843194294,08:05:00,1.6989586
1685843194294,08:10:00,4.3897176
1685843194294,08:15:00,9.747012
1685843194294,08:20:00,1.6608047
1685843194294,08:25:00,1.6245838
1685843194294,08:30:00,-0.001
1685843194294,08:35:00,-0.001
1685843194294,08:40:00,-0.001
1685843194294,08:45:00,-0.001
1685843194294,08:50:00,-0.001
1685843194294,08:55:00,-0.001
1685843194294,09:00:00,-0.001
1685843194294,09:05:00,-0.001
1685843194294,09:10:00,-0.001
1685843194294,09:15:00,-0.001
1685843194294,09:20:00,-0.001
1685843194294,09:25:00,-0.001
1685843194294,09:30:00,-0.001
1685843194294,09:35:00,-0.001
