id,sleep_year,sleep_month,sleep_week,sleep_day_of_week,sleep_day_of_month,sleep_from,sleep_to,sched,hours,lenadjust,corrected_hours,rating,snore,noise,cycles,deepsleep,geo
1673049333277,2023,01,01,5,06,0.9166666666666666,9.366666666666667,9.0,8.45,-27.0,7.999999999999999,0.0,3870,0.046396308,7,0.29411766,e08d6816
1672962903770,2023,01,01,4,05,0.9166666666666666,8.083333333333334,8.0,7.18,-21.0,6.83,0.0,4230,0.073218286,4,0.6551724,e08d6816
1672874950409,2023,01,01,3,04,0.48333333333333334,8.833333333333334,8.0,8.35,-70.0,7.183333333333333,0.0,4290,0.053568237,7,0.7326733,e08d6816
1672788868443,2023,01,01,2,03,0.5666666666666667,5.933333333333334,6.0,5.37,-7.0,5.253333333333334,0.0,0,0.021072285,5,0.61538464,ca8b476f
1672706425880,2023,01,01,1,02,1.6666666666666665,9.1,9.0,7.44,-20.0,7.106666666666667,0.0,0,0.05974415,7,0.53333336,ca8b476f
1672616971295,2023,01,00,0,01,0.8166666666666667,9.383333333333333,9.25,8.57,-39.0,7.92,0.0,0,0.1078612,4,0.80582523,ca8b476f
1672558469700,2022,12,52,6,31,8.566666666666666,11.85,9.25,3.28,-5.0,3.1966666666666663,0.0,0,0.086857505,2,0.9492105,ca898d49
1672444545993,2022,12,52,5,30,0.9166666666666666,11.233333333333333,9.5,10.31,-76.0,9.043333333333333,0.0,90,0.16849001,10,0.44354838,ca8b476d
1672365035640,2022,12,52,4,29,2.8333333333333335,10.383333333333333,9.5,7.55,-9.0,7.3999999999999995,0.0,90,0.018125141,2,0.15873016,ca8b47d1
1672274196019,2022,12,52,3,28,1.6,9.416666666666666,9.25,7.82,-16.0,7.553333333333334,0.0,0,0.106627114,7,0.4574468,ca8b47d1
1672186894336,2022,12,52,2,27,1.35,9.45,9.0,8.1,-38.0,7.466666666666667,0.0,0,0.04997247,6,0.20408164,ca8b476f
1672097400076,2022,12,52,1,26,0.5,8.216666666666667,8.5,7.72,-4.0,7.653333333333333,0.0,0,0.10765023,8,0.5591398,ca8b476d
1672015629622,2022,12,51,0,25,1.7833333333333332,10.05,9.5,8.28,-19.0,7.963333333333333,0.0,360,0.16420193,4,0.28,ca8b47d1
1671930975464,2022,12,51,6,24,2.2666666666666666,9.8,9.5,7.53,-46.0,6.763333333333334,0.0,0,0.198006,4,0.53846157,ca8b476f
1671839949542,2022,12,51,5,23,0.9833333333333333,8.2,8.0,7.22,-72.0,6.02,0.0,60,0.060888994,7,0.3908046,e08d6816
1671750878915,2022,12,51,4,22,0.23333333333333334,8.75,8.333333333333334,8.52,-55.0,7.603333333333333,0.0,150,0.06074973,9,0.34230664,e08d6816
1671665393864,2022,12,51,3,21,0.48333333333333334,8.633333333333333,8.333333333333334,8.15,-41.0,7.466666666666667,0.0,720,0.113684684,5,0.22105263,e08d6816
